SetID,Number,Variant,Theme,Subtheme,Year,Name,Minifigs,Pieces,UKPrice,USPrice,CAPrice,EUPrice,ImageURL,OwnedBy,WantedBy
26710,"75176","1","Star Wars","The Last Jedi","2017","Resistance Transport Pod",3,294,39.99,29.99,39.99,39.99,"https://images.brickset.com/sets/images/75176-1.jpg",4283,1088
26711,"75177","1","Star Wars","The Last Jedi","2017","First Order Heavy Scout Walker",4,554,49.99,49.99,64.99,59.99,"https://images.brickset.com/sets/images/75177-1.jpg",3232,1007
26712,"75178","1","Star Wars","The Force Awakens","2017","Jakku Quadjumper",5,457,54.99,49.99,64.99,,"https://images.brickset.com/sets/images/75178-1.jpg",3871,1823
26499,"75179","1","Star Wars","The Last Jedi","2017","Kylo Ren's TIE Fighter",4,630,74.99,79.99,99.99,79.99,"https://images.brickset.com/sets/images/75179-1.jpg",6096,1992
26713,"75180","1","Star Wars","The Force Awakens","2017","Rathtar Escape",5,836,84.99,79.99,99.99,89.99,"https://images.brickset.com/sets/images/75180-1.jpg",2960,1581
26714,"75182","1","Star Wars","Legends","2017","Republic Fighter Tank",4,305,19.99,24.99,29.99,,"https://images.brickset.com/sets/images/75182-1.jpg",6569,1590
26715,"75183","1","Star Wars","Episode III","2017","Darth Vader Transformation ",6,282,19.99,24.99,29.99,29.99,"https://images.brickset.com/sets/images/75183-1.jpg",9886,1904
26716,"75184","1","Star Wars","Seasonal","2017","Star Wars Advent Calendar",8,309,24.99,39.99,49.99,,"https://images.brickset.com/sets/images/75184-1.jpg",5998,1021
26717,"75185","1","Star Wars","Original Content","2017","Tracker I",4,557,64.99,69.99,89.99,69.99,"https://images.brickset.com/sets/images/75185-1.jpg",2065,1350
26718,"75186","1","Star Wars","Original Content","2017","The Arrowhead",5,775,84.99,89.99,109.99,89.99,"https://images.brickset.com/sets/images/75186-1.jpg",1928,1331
26719,"75187","1","Star Wars","The Last Jedi","2017","BB-8",1,1106,84.99,99.99,129.99,99.99,"https://images.brickset.com/sets/images/75187-1.jpg",8291,1698
26720,"75188","1","Star Wars","The Last Jedi","2017","Resistance Bomber",5,778,99.99,109.99,139.99,109.99,"https://images.brickset.com/sets/images/75188-1.jpg",4056,1977
26721,"75189","1","Star Wars","The Last Jedi","2017","First Order Heavy Assault Walker",5,1376,129.99,149.99,169.99,139.99,"https://images.brickset.com/sets/images/75189-1.jpg",4376,2322
26722,"75190","1","Star Wars","The Last Jedi","2017","First Order Star Destroyer",7,1416,129.99,159.99,179.99,149.99,"https://images.brickset.com/sets/images/75190-1.jpg",4178,2126
26724,"75191","1","Star Wars","Episode II","2017","Jedi Starfighter with Hyperdrive",4,825,89.99,99.99,129.99,109.99,"https://images.brickset.com/sets/images/75191-1.jpg",2830,2647
26725,"75192","1","Star Wars","Ultimate Collector Series","2017","Millennium Falcon",8,7541,649.99,799.99,899.99,799.99,"https://images.brickset.com/sets/images/75192-1.jpg",6944,5091
25948,"75523","1","Star Wars","Buildable Figures","2017","Scarif Stormtrooper",,89,19.99,24.99,29.99,,"https://images.brickset.com/sets/images/75523-1.jpg",2739,877
24958,"75524","1","Star Wars","Buildable Figures","2017","Chirrut Îmwe",,87,19.99,24.99,29.99,,"https://images.brickset.com/sets/images/75524-1.jpg",2508,667
25947,"75525","1","Star Wars","Buildable Figures","2017","Baze Malbus",,148,19.99,24.99,29.99,,"https://images.brickset.com/sets/images/75525-1.jpg",2400,586
26733,"75526","1","Star Wars","Buildable Figures","2017","Elite TIE Fighter Pilot",,94,19.99,19.99,24.99,19.99,"https://images.brickset.com/sets/images/75526-1.jpg",1953,716
26734,"75528","1","Star Wars","Buildable Figures","2017","Rey",,85,19.99,24.99,29.99,,"https://images.brickset.com/sets/images/75528-1.jpg",1646,614
26735,"75529","1","Star Wars","Buildable Figures","2017","Elite Praetorian Guard",,92,19.99,24.99,29.99,,"https://images.brickset.com/sets/images/75529-1.jpg",2437,794
26736,"75530","1","Star Wars","Buildable Figures","2017","Chewbacca",,179,24.99,34.99,44.99,34.99,"https://images.brickset.com/sets/images/75530-1.jpg",2358,781
26731,"75531","1","Star Wars","Buildable Figures","2017","Stormtrooper Commander",,100,19.99,24.99,29.99,,"https://images.brickset.com/sets/images/75531-1.jpg",2681,1133
26732,"75532","1","Star Wars","Buildable Figures","2017","Scout Trooper & Speeder Bike",,452,49.99,54.99,69.99,54.99,"https://images.brickset.com/sets/images/75532-1.jpg",3822,1546
26883,"911618","1","Star Wars","Magazine Gift","2017","Flash Speeder",,,,,,,"https://images.brickset.com/sets/images/SW911618-1.jpg",901,354
26943,"911719","1","Star Wars","Magazine Gift","2017","Kanan Jarrus",1,6,,,,,"https://images.brickset.com/sets/images/SW911719-1.jpg",1453,441
27029,"911720","1","Star Wars","Magazine Gift","2017","The Ghost",,,,,,,"https://images.brickset.com/sets/images/SW911720-1.jpg",1014,402
27104,"911721","1","Star Wars","Magazine Gift","2017","Imperial Combat Driver",1,5,,,,,"https://images.brickset.com/sets/images/SW911721-1.jpg",1428,464
27163,"911722","1","Star Wars","Magazine Gift","2017","TIE Advanced",,,,,,,"https://images.brickset.com/sets/images/SW911722-1.jpg",923,335
27186,"911723","1","Star Wars","Magazine Gift","2017","Vulture Droid",,,,,,,"https://images.brickset.com/sets/images/SW911723-1.jpg",898,279
27218,"911724","1","Star Wars","Magazine Gift","2017","A-Wing",,,,,,,"https://images.brickset.com/sets/images/SW911724-1.jpg",912,344
27273,"911725","1","Star Wars","Magazine Gift","2017","Sandcrawler",,,,,,,"https://images.brickset.com/sets/images/SW911725-1.jpg",1071,317
27330,"911726","1","Star Wars","Magazine Gift","2017","Imperial Snowtrooper",1,5,,,,,"https://images.brickset.com/sets/images/SW911726-1.jpg",1154,362
27551,"911727","1","Star Wars","Magazine Gift","2017","Rey's Speeder",,,,,,,"https://images.brickset.com/sets/images/SW911727-1.jpg",833,288
27564,"911728","1","Star Wars","Magazine Gift","2017","First Order Snowspeeder",,,,,,,"https://images.brickset.com/sets/images/SW911728-1.jpg",730,252
27616,"911729","1","Star Wars","Magazine Gift","2017","Droid Gunship",,,,,,,"https://images.brickset.com/sets/images/SW911729-1.jpg",755,228
27741,"911730","1","Star Wars","Magazine Gift","2017","Y-Wing",,,,,,,"https://images.brickset.com/sets/images/SW911730-1.jpg",842,289
27155,"CELEB2017","1","Star Wars","Promotional","2017","Detention Block Rescue",2,220,,39.99,,,"https://images.brickset.com/sets/images/CELEB2017-1.jpg",303,1908
27655,"SWMF","1","Star Wars","Promotional","2017","Millennium Falcon",,20,,4.99,,,"https://images.brickset.com/sets/images/SWMF-1.jpg",1320,388
27612,"TRUBB8","1","Star Wars","Promotional","2017","BB 8",,39,,,,,"https://images.brickset.com/sets/images/TRUBB8-1.jpg",423,279
27191,"TRULEIA","1","Star Wars","Promotional","2017","Princess Leia",,18,,,,,"https://images.brickset.com/sets/images/TRULEIA-1.jpg",283,336
