SetID,Number,Variant,Theme,Subtheme,Year,Name,Minifigs,Pieces,UKPrice,USPrice,CAPrice,EUPrice,ImageURL,OwnedBy,WantedBy
28399,"60216","1","City","Fire","2019","Downtown Fire Brigade",7,943,89.99,99.99,139.99,99.99,"https://images.brickset.com/sets/images/60216-1.jpg",249,872
28396,"60217","1","City","Fire","2019","Fire Plane",3,363,34.99,59.99,79.99,39.99,"https://images.brickset.com/sets/images/60217-1.jpg",138,511
28422,"60218","1","City","","2019","Desert Rally Racer",1,75,9.99,9.99,13.99,9.99,"https://images.brickset.com/sets/images/60218-1.jpg",729,677
28439,"60219","1","City","Construction","2019","Construction Loader",1,88,9.99,9.99,13.99,9.99,"https://images.brickset.com/sets/images/60219-1.jpg",763,757
28431,"60220","1","City","","2019","Garbage Truck",2,90,14.99,19.99,24.99,19.99,"https://images.brickset.com/sets/images/60220-1.jpg",501,659
28423,"60221","1","City","","2019","Diving Yacht",2,148,17.99,19.99,24.99,19.99,"https://images.brickset.com/sets/images/60221-1.jpg",809,1122
28428,"60222","1","City","","2019","Snow Groomer",2,197,17.99,19.99,24.99,19.99,"https://images.brickset.com/sets/images/60222-1.jpg",1002,1063
28404,"60223","1","City","Traffic","2019","Harvester Transport",3,358,24.99,29.99,39.99,29.99,"https://images.brickset.com/sets/images/60223-1.jpg",1305,1359
29041,"60224","1","City","Space","2019","{Maintenance Mission Shuttle}",,,,,,,"https://images.brickset.com/sets/images/60224-1.jpg",2,670
29040,"60225","1","City","Space","2019","{Rover Test Drive}",,,,,,,"https://images.brickset.com/sets/images/60225-1.jpg",0,676
29039,"60226","1","City","Space","2019","{Mars Research Shuttle}",,,,,,,"https://images.brickset.com/sets/images/60226-1.jpg",1,705
29077,"60227","1","City","Space","2019","Moon Base",,,,,,,"https://images.brickset.com/sets/images/60227-1.jpg",1,859
29038,"60228","1","City","Space","2019","{Space Research Rocket Control Centre}",,,,,,,"https://images.brickset.com/sets/images/60228-1.jpg",1,735
29275,"60230","1","City","Space","2019","People pack - Space research and development",,,,,,,"https://images.brickset.com/sets/images/60230-1.jpg",0,734
29043,"60231","1","City","Fire","2019","Fire Truck",,,,,,,"https://images.brickset.com/sets/images/60231-1.jpg",1,428
29044,"60232","1","City","","2019","Garage",,,,,,,"https://images.brickset.com/sets/images/60232-1.jpg",0,346
29042,"60233","1","City","General","2019","Donut shop opening",,,,,,,"https://images.brickset.com/sets/images/60233-1.jpg",5,1038
29045,"60234","1","City","","2019","People Pack - Fairground",,,,,,39.99,"https://images.brickset.com/sets/images/60234-1.jpg",6,1256
29064,"60235","1","City","","2019","Advent Calendar",,,,,,,0,279
28473,"60236","1","City","","2019","Straight & T-Junction ",,2,9.99,14.99,19.99,9.99,"https://images.brickset.com/sets/images/60236-1.jpg",299,522
28472,"60237","1","City","","2019","Curves & Crossroad",,2,9.99,14.99,19.99,9.99,"https://images.brickset.com/sets/images/60237-1.jpg",158,454
28471,"60239","1","City","Sky Police","2019","Police Patrol Car",1,92,9.99,9.99,13.99,9.99,"https://images.brickset.com/sets/images/60239-1.jpg",884,746
28470,"60240","1","City","","2019","Kayak Adventure",1,84,9.99,9.99,13.99,9.99,"https://images.brickset.com/sets/images/60240-1.jpg",1026,1137
29158,"66584","1","City","","2019","Bonus/Value pack",,218,,,,,1,35
29157,"66587","1","City","","2019","Bonus/Value pack",,125,,,,,1,35
28961,"951901","1","City","Magazine Gift","2019","Police Officer and Jet",1,,,,,,"https://images.brickset.com/sets/images/CITY951901-1.jpg",268,77
29138,"951902","1","City","Magazine Gift","2019","Fireman",1,,,,,,"https://images.brickset.com/sets/images/CITY951902-1.jpg",178,78
29159,"951903","1","City","Magazine Gift","2019","Lawnmower",1,,,,,,"https://images.brickset.com/sets/images/CITY951903-1.jpg",263,153
29212,"951904","1","City","Magazine Gift","2019","Police officer with Jetpack",1,,,,,,"https://images.brickset.com/sets/images/951904-1.jpg",71,59
29198,"5005830","1","City","Virtual Product Collection","2019","City Easter Bundle",,,34.97,,,39.97,"https://images.brickset.com/sets/images/5005830-1.jpg",5,11
