SetID,Number,Variant,Theme,Subtheme,Year,Name,Minifigs,Pieces,UKPrice,USPrice,CAPrice,EUPrice,ImageURL,OwnedBy,WantedBy
27395,"75537","1","Star Wars","Buildable Figures","2018","Darth Maul",,104,25.99,29.99,39.99,29.99,"https://images.brickset.com/sets/images/75537-1.jpg",1642,916
27801,"75538","1","Star Wars","Buildable Figures","2018","Super Battle Droid",,,,,,,7,955
27800,"75539","1","Star Wars","Buildable Figures","2018","501st Legion Clone Trooper & AT-RT Walker",,,,,,,16,1078
27810,"911831","1","Star Wars","Magazine Gift","2018","Kylo Ren's Shuttle",,,,,,,"https://images.brickset.com/sets/images/SW911831-1.jpg",919,230
27899,"911832","1","Star Wars","Magazine Gift","2018","Imperial Shuttle Pilot",1,5,,,,,"https://images.brickset.com/sets/images/SW911832-1.jpg",1079,346
28013,"911833","1","Star Wars","Magazine Gift","2018","Imperial Shuttle",,,,,,,"https://images.brickset.com/sets/images/SW911833-1.jpg",877,209
28014,"911834","1","Star Wars","Magazine Gift","2018","Finn",1,5,,,,,"https://images.brickset.com/sets/images/SW911834-1.jpg",1016,283
28035,"911835","1","Star Wars","Magazine Gift","2018","Dwarf Spider Droid",1,,,,,,"https://images.brickset.com/sets/images/SW911835-1.jpg",695,309
28100,"911836","1","Star Wars","Magazine Gift","2018","Quadjumper",,42,,,,,"https://images.brickset.com/sets/images/SW911836-1.jpg",693,217
28140,"911837","1","Star Wars","Magazine Gift","2018","AT-ST",,,,,,,"https://images.brickset.com/sets/images/SW911837-1.jpg",717,222
28234,"911838","1","Star Wars","Magazine Gift","2018","Probe Droid",1,,,,,,"https://images.brickset.com/sets/images/SW911838-1.jpg",621,264
28251,"911839","1","Star Wars","Magazine Gift","2018","Obi-Wan Kenobi",1,,,,,,"https://images.brickset.com/sets/images/SW911839-1.jpg",958,252
28308,"911840","1","Star Wars","Magazine Gift","2018","Droideka",1,,,,,,"https://images.brickset.com/sets/images/SW911840-1.jpg",577,242
