SetID,Number,Variant,Theme,Subtheme,Year,Name,Minifigs,Pieces,UKPrice,USPrice,CAPrice,EUPrice,ImageURL,OwnedBy,WantedBy
29055,"75238","1","Star Wars","Episode VI","2019","Action Battle Endor Assault",2,193,24.99,29.99,39.99,29.99,"https://images.brickset.com/sets/images/75238-1.jpg",151,885
29056,"75239","1","Star Wars","Episode V","2019","Hoth Generator Attack",2,235,24.99,29.99,39.99,29.99,"https://images.brickset.com/sets/images/75239-1.jpg",117,755
29051,"75240","1","Star Wars","Resistance","2019","Major Vonreg's TIE Fighter",4,496,64.99,69.99,89.99,69.99,"https://images.brickset.com/sets/images/75240-1.jpg",358,1471
29054,"75241","1","Star Wars","Episode V","2019","Action Battle Echo Base Defence",6,504,54.99,59.99,79.99,59.99,"https://images.brickset.com/sets/images/75241-1.jpg",112,819
29052,"75242","1","Star Wars","Resistance","2019","Black Ace TIE Interceptor",3,396,44.99,49.99,69.99,49.99,"https://images.brickset.com/sets/images/75242-1.jpg",265,1173
29026,"75243","1","Star Wars","Episode V","2019","Slave I – 20th Anniversary Edition",6,1007,109.99,119.99,159.99,119.99,"https://images.brickset.com/sets/images/75243-1.jpg",728,2545
29250,"75244","1","Star Wars","Episode IV","2019","Tantive IV",,1768,179.99,199.99,,199.99,"https://images.brickset.com/sets/images/75244-1.jpg",31,1701
29063,"75245","1","Star Wars","","2019","Advent Calendar",,,,,,,3,829
28410,"75247","1","Star Wars","4 Plus","2019","Rebel A-wing Starfighter",2,62,11.99,14.99,19.99,14.99,"https://images.brickset.com/sets/images/75247-1.jpg",545,762
28331,"75251","1","Star Wars","Miscellaneous","2019","Darth Vader's Castle",6,1060,119.99,129.99,149.99,129.99,"https://images.brickset.com/sets/images/75251-1.jpg",1615,1956
28594,"75252","1","Star Wars","","2019","{Star Wars D2C set}",,,,,,,4,765
29029,"75258","1","Star Wars","Episode I","2019","Anakin's Podracer – 20th Anniversary Edition",3,279,24.99,29.99,39.99,29.99,"https://images.brickset.com/sets/images/75258-1.jpg",1214,1967
29028,"75259","1","Star Wars","Episode V","2019","Snowspeeder – 20th Anniversary Edition",4,309,34.99,39.99,49.99,39.99,"https://images.brickset.com/sets/images/75259-1.jpg",1144,2150
29030,"75261","1","Star Wars","Episode III","2019","Clone Scout Walker  – 20th Anniversary Edition",5,250,24.99,29.99,39.99,29.99,"https://images.brickset.com/sets/images/75261-1.jpg",1033,2009
29031,"75262","1","Star Wars","Legends","2019","Imperial Dropship  – 20th Anniversary Edition",5,125,19.99,19.99,24.99,19.99,"https://images.brickset.com/sets/images/75262-1.jpg",1174,2164
29015,"911944","1","Star Wars","Magazine Gift","2019","Resistance Bomber",,37,,,,,"https://images.brickset.com/sets/images/911944-1.jpg",401,241
29161,"911945","1","Star Wars","Magazine Gift","2019","Slave I",,,,,,,"https://images.brickset.com/sets/images/SW911945-1.jpg",384,160
29213,"911946","1","Star Wars","Magazine Gift","2019","U-Wing",,,,,,,"https://images.brickset.com/sets/images/911946-1.jpg",206,133
