SetID,Number,Variant,Theme,Subtheme,Year,Name,Minifigs,Pieces,UKPrice,USPrice,CAPrice,EUPrice,ImageURL,OwnedBy,WantedBy
27846,"60190","1","City","Arctic","2018","Arctic Ice Glider",1,50,4.99,6.99,8.99,5.99,"https://images.brickset.com/sets/images/60190-1.jpg",2031,542
27847,"60191","1","City","Arctic","2018","Arctic Exploration Team",3,70,9.99,9.99,12.99,9.99,"https://images.brickset.com/sets/images/60191-1.jpg",2856,708
27848,"60192","1","City","Arctic","2018","Arctic Ice Crawler",1,200,15.99,24.99,29.99,19.99,"https://images.brickset.com/sets/images/60192-1.jpg",1485,724
27853,"60193","1","City","Arctic","2018","Arctic Air Transport",2,277,24.99,39.99,49.99,29.99,"https://images.brickset.com/sets/images/60193-1.jpg",1975,922
27849,"60194","1","City","Arctic","2018","Arctic Scout Truck",3,322,39.99,59.99,79.99,49.99,"https://images.brickset.com/sets/images/60194-1.jpg",1246,932
27850,"60195","1","City","Arctic","2018","Arctic Mobile Exploration Base",6,786,84.99,119.99,149.99,99.99,"https://images.brickset.com/sets/images/60195-1.jpg",1347,1108
28045,"60196","1","City","Arctic","2018","Arctic Supply Plane",4,707,59.99,79.99,99.99,69.99,"https://images.brickset.com/sets/images/60196-1.jpg",723,977
27851,"60197","1","City","Trains","2018","Passenger Train",4,677,119.99,159.99,199.99,129.99,"https://images.brickset.com/sets/images/60197-1.jpg",2075,1841
27852,"60198","1","City","Trains","2018","Cargo Train",6,1226,179.99,229.99,269.99,189.99,"https://images.brickset.com/sets/images/60198-1.jpg",1575,1854
28069,"60200","1","City","General","2018","Capital City",13,1211,119.99,149.99,179.99,129.99,"https://images.brickset.com/sets/images/60200-1.jpg",889,1949
27955,"60201","1","City","Seasonal","2018","City Advent Calendar",6,313,22.99,29.99,39.99,,"https://images.brickset.com/sets/images/60201-1.jpg",2950,395
27878,"60202","1","City","General","2018","People Pack - Outdoor Adventures",15,164,34.99,39.99,49.99,39.99,"https://images.brickset.com/sets/images/60202-1.jpg",3144,2088
27887,"60204","1","City","Medical","2018","City Hospital",13,861,69.99,99.99,109.99,79.99,"https://images.brickset.com/sets/images/60204-1.jpg",2136,1796
27918,"60205","1","City","Trains","2018","Tracks",,20,15.99,19.99,24.99,17.99,"https://images.brickset.com/sets/images/60205-1.jpg",1210,742
28062,"60238","1","City","Trains","2018","Switch Tracks",,8,15.99,15.99,19.99,19.99,"https://images.brickset.com/sets/images/60238-1.jpg",789,632
27879,"951805","1","City","Magazine Gift","2018","Police Buggy",1,,,,,,"https://images.brickset.com/sets/images/CITY951805-1.jpg",699,136
28015,"951806","1","City","Magazine Gift","2018","Miner",1,,,,,,"https://images.brickset.com/sets/images/CITY951806-1.jpg",525,191
28095,"951807","1","City","Magazine Gift","2018","Race Car",1,,,,,,"https://images.brickset.com/sets/images/CITY951807-1.jpg",530,128
28102,"951808","1","City","Magazine Gift","2018","Motorcycle and Rider",1,,,,,,"https://images.brickset.com/sets/images/CITY951808-1.jpg",524,126
28337,"951809","1","City","Magazine Gift","2018","Refuse Operative",1,,,,,,"https://images.brickset.com/sets/images/CITY951809-1.jpg",443,134
28529,"951810","1","City","Magazine Gift","2018","Arctic Explorer with Snowmobile",1,,,,,,"https://images.brickset.com/sets/images/CITY951810-1.jpg",402,124
28004,"5005554","1","City","Product Collection","2018","LEGO City Easter Bundle",,,37.97,,,,"https://images.brickset.com/sets/images/5005554-1.jpg",13,63
